cases,deaths,country,geoid,countryterritorycode,population,continentexp,date,date.int,log.cases,log.deaths,tot.cases,tot.deaths,cum.cases,cum.deaths,n.nonzero.rows,prop.zero.cases,prop.zero.deaths,delta.next.non0,max.gap,is.train,ctry.min.date.int,ctry.min.date,date.int.delta,ctry.first.log.cases,adj.log.cases
4,0,palestine,PS,PSE,4569087,Asia,2020-03-22,18343,1.38629436111989,-Inf,329,2,52,0,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
7,0,palestine,PS,PSE,4569087,Asia,2020-03-23,18344,1.94591014905531,-Inf,329,2,59,0,38,0.155555555555556,0.955555555555556,2,3,FALSE,,,,,
0,0,palestine,PS,PSE,4569087,Asia,2020-03-24,18345,-Inf,-Inf,329,2,59,0,38,0.155555555555556,0.955555555555556,,,FALSE,,,,,
1,0,palestine,PS,PSE,4569087,Asia,2020-03-25,18346,0,-Inf,329,2,60,0,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
2,0,palestine,PS,PSE,4569087,Asia,2020-03-26,18347,0.693147180559945,-Inf,329,2,62,0,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
22,1,palestine,PS,PSE,4569087,Asia,2020-03-27,18348,3.09104245335832,0,329,2,84,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
7,0,palestine,PS,PSE,4569087,Asia,2020-03-28,18349,1.94591014905531,-Inf,329,2,91,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
6,0,palestine,PS,PSE,4569087,Asia,2020-03-29,18350,1.79175946922806,-Inf,329,2,97,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
9,0,palestine,PS,PSE,4569087,Asia,2020-03-30,18351,2.19722457733622,-Inf,329,2,106,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
9,0,palestine,PS,PSE,4569087,Asia,2020-03-31,18352,2.19722457733622,-Inf,329,2,115,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
2,0,palestine,PS,PSE,4569087,Asia,2020-04-01,18353,0.693147180559945,-Inf,329,2,117,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
17,0,palestine,PS,PSE,4569087,Asia,2020-04-02,18354,2.83321334405622,-Inf,329,2,134,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
21,0,palestine,PS,PSE,4569087,Asia,2020-04-03,18355,3.04452243772342,-Inf,329,2,155,1,38,0.155555555555556,0.955555555555556,3,3,FALSE,,,,,
0,0,palestine,PS,PSE,4569087,Asia,2020-04-04,18356,-Inf,-Inf,329,2,155,1,38,0.155555555555556,0.955555555555556,,,FALSE,,,,,
62,0,palestine,PS,PSE,4569087,Asia,2020-04-06,18358,4.12713438504509,-Inf,329,2,217,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
36,0,palestine,PS,PSE,4569087,Asia,2020-04-07,18359,3.58351893845611,-Inf,329,2,253,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
7,0,palestine,PS,PSE,4569087,Asia,2020-04-08,18360,1.94591014905531,-Inf,329,2,260,1,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
3,0,palestine,PS,PSE,4569087,Asia,2020-04-09,18361,1.09861228866811,-Inf,329,2,263,1,38,0.155555555555556,0.955555555555556,2,3,FALSE,,,,,
0,0,palestine,PS,PSE,4569087,Asia,2020-04-10,18362,-Inf,-Inf,329,2,263,1,38,0.155555555555556,0.955555555555556,,,FALSE,,,,,
3,1,palestine,PS,PSE,4569087,Asia,2020-04-11,18363,1.09861228866811,0,329,2,266,2,38,0.155555555555556,0.955555555555556,1,3,FALSE,,,,,
2,0,palestine,PS,PSE,4569087,Asia,2020-04-12,18364,0.693147180559945,-Inf,329,2,268,2,38,0.155555555555556,0.955555555555556,3,3,FALSE,,,,,
0,0,palestine,PS,PSE,4569087,Asia,2020-04-13,18365,-Inf,-Inf,329,2,268,2,38,0.155555555555556,0.955555555555556,,,FALSE,,,,,
0,0,palestine,PS,PSE,4569087,Asia,2020-04-14,18366,-Inf,-Inf,329,2,268,2,38,0.155555555555556,0.955555555555556,,,FALSE,,,,,
19,0,palestine,PS,PSE,4569087,Asia,2020-04-15,18367,2.94443897916644,-Inf,329,2,287,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
4,0,palestine,PS,PSE,4569087,Asia,2020-04-16,18368,1.38629436111989,-Inf,329,2,291,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
3,0,palestine,PS,PSE,4569087,Asia,2020-04-17,18369,1.09861228866811,-Inf,329,2,294,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
13,0,palestine,PS,PSE,4569087,Asia,2020-04-18,18370,2.56494935746154,-Inf,329,2,307,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
6,0,palestine,PS,PSE,4569087,Asia,2020-04-19,18371,1.79175946922806,-Inf,329,2,313,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
9,0,palestine,PS,PSE,4569087,Asia,2020-04-20,18372,2.19722457733622,-Inf,329,2,322,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
7,0,palestine,PS,PSE,4569087,Asia,2020-04-21,18373,1.94591014905531,-Inf,329,2,329,2,38,0.155555555555556,0.955555555555556,1,1,FALSE,,,,,
0,0,palestine,PS,PSE,4569087,Asia,2020-04-22,18374,-Inf,-Inf,329,2,329,2,38,0.155555555555556,0.955555555555556,,,FALSE,,,,,
2,0,portugal,PT,PRT,10281762,Europe,2020-03-03,18324,0.693147180559945,-Inf,21379,762,2,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,0,0,0
2,0,portugal,PT,PRT,10281762,Europe,2020-03-04,18325,0.693147180559945,-Inf,21379,762,4,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,1,0,0
1,0,portugal,PT,PRT,10281762,Europe,2020-03-05,18326,0,-Inf,21379,762,5,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,2,-0.693147180559945,-0.693147180559945
4,0,portugal,PT,PRT,10281762,Europe,2020-03-06,18327,1.38629436111989,-Inf,21379,762,9,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,3,0.693147180559945,0.693147180559945
4,0,portugal,PT,PRT,10281762,Europe,2020-03-07,18328,1.38629436111989,-Inf,21379,762,13,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,4,0.693147180559945,0.693147180559945
8,0,portugal,PT,PRT,10281762,Europe,2020-03-08,18329,2.07944154167984,-Inf,21379,762,21,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,5,1.38629436111989,1.38629436111989
9,0,portugal,PT,PRT,10281762,Europe,2020-03-09,18330,2.19722457733622,-Inf,21379,762,30,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,6,1.50407739677627,1.50407739677627
9,0,portugal,PT,PRT,10281762,Europe,2020-03-10,18331,2.19722457733622,-Inf,21379,762,39,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,7,1.50407739677627,1.50407739677627
2,0,portugal,PT,PRT,10281762,Europe,2020-03-11,18332,0.693147180559945,-Inf,21379,762,41,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,8,0,0
18,0,portugal,PT,PRT,10281762,Europe,2020-03-12,18333,2.89037175789616,-Inf,21379,762,59,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,9,2.19722457733622,2.19722457733622
19,0,portugal,PT,PRT,10281762,Europe,2020-03-13,18334,2.94443897916644,-Inf,21379,762,78,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,10,2.25129179860649,2.25129179860649
34,0,portugal,PT,PRT,10281762,Europe,2020-03-14,18335,3.52636052461616,-Inf,21379,762,112,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,11,2.83321334405622,2.83321334405622
57,0,portugal,PT,PRT,10281762,Europe,2020-03-15,18336,4.04305126783455,-Inf,21379,762,169,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,12,3.34990408727461,3.34990408727461
76,0,portugal,PT,PRT,10281762,Europe,2020-03-16,18337,4.33073334028633,-Inf,21379,762,245,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,13,3.63758615972639,3.63758615972639
86,0,portugal,PT,PRT,10281762,Europe,2020-03-17,18338,4.45434729625351,-Inf,21379,762,331,0,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,14,3.76120011569356,3.76120011569356
117,1,portugal,PT,PRT,10281762,Europe,2020-03-18,18339,4.76217393479776,0,21379,762,448,1,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,15,4.06902675423781,4.06902675423781
194,1,portugal,PT,PRT,10281762,Europe,2020-03-19,18340,5.26785815906333,0,21379,762,642,2,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,16,4.57471097850338,4.57471097850338
143,1,portugal,PT,PRT,10281762,Europe,2020-03-20,18341,4.96284463025991,0,21379,762,785,3,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,17,4.26969744969996,4.26969744969996
235,3,portugal,PT,PRT,10281762,Europe,2020-03-21,18342,5.45958551414416,1.09861228866811,21379,762,1020,6,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,18,4.76643833358421,4.76643833358421
260,6,portugal,PT,PRT,10281762,Europe,2020-03-22,18343,5.56068163101553,1.79175946922806,21379,762,1280,12,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,19,4.86753445045558,4.86753445045558
320,2,portugal,PT,PRT,10281762,Europe,2020-03-23,18344,5.76832099579377,0.693147180559945,21379,762,1600,14,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,20,5.07517381523383,5.07517381523383
460,9,portugal,PT,PRT,10281762,Europe,2020-03-24,18345,6.13122648948314,2.19722457733622,21379,762,2060,23,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,21,5.4380793089232,5.4380793089232
302,10,portugal,PT,PRT,10281762,Europe,2020-03-25,18346,5.71042701737487,2.30258509299405,21379,762,2362,33,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,22,5.01727983681492,5.01727983681492
633,10,portugal,PT,PRT,10281762,Europe,2020-03-26,18347,6.45047042214418,2.30258509299405,21379,762,2995,43,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,23,5.75732324158423,5.75732324158423
549,17,portugal,PT,PRT,10281762,Europe,2020-03-27,18348,6.30809844150953,2.83321334405622,21379,762,3544,60,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,24,5.61495126094959,5.61495126094959
724,16,portugal,PT,PRT,10281762,Europe,2020-03-28,18349,6.58479139238572,2.77258872223978,21379,762,4268,76,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,25,5.89164421182577,5.89164421182577
902,24,portugal,PT,PRT,10281762,Europe,2020-03-29,18350,6.80461452006262,3.17805383034795,21379,762,5170,100,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,26,6.11146733950268,6.11146733950268
792,19,portugal,PT,PRT,10281762,Europe,2020-03-30,18351,6.67456139181443,2.94443897916644,21379,762,5962,119,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,27,5.98141421125448,5.98141421125448
446,21,portugal,PT,PRT,10281762,Europe,2020-03-31,18352,6.10031895202006,3.04452243772342,21379,762,6408,140,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,28,5.40717177146012,5.40717177146012
1035,20,portugal,PT,PRT,10281762,Europe,2020-04-01,18353,6.94215670569947,2.99573227355399,21379,762,7443,160,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,29,6.24900952513952,6.24900952513952
808,27,portugal,PT,PRT,10281762,Europe,2020-04-02,18354,6.6945620585211,3.29583686600433,21379,762,8251,187,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,30,6.00141487796115,6.00141487796115
783,22,portugal,PT,PRT,10281762,Europe,2020-04-03,18355,6.6631326959908,3.09104245335832,21379,762,9034,209,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,31,5.96998551543086,5.96998551543086
852,37,portugal,PT,PRT,10281762,Europe,2020-04-04,18356,6.74758652682932,3.61091791264422,21379,762,9886,246,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,32,6.05443934626937,6.05443934626937
638,20,portugal,PT,PRT,10281762,Europe,2020-04-05,18357,6.45833828334479,2.99573227355399,21379,762,10524,266,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,33,5.76519110278484,5.76519110278484
754,29,portugal,PT,PRT,10281762,Europe,2020-04-06,18358,6.62539236800796,3.36729582998647,21379,762,11278,295,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,34,5.93224518744801,5.93224518744801
452,16,portugal,PT,PRT,10281762,Europe,2020-04-07,18359,6.11368217983223,2.77258872223978,21379,762,11730,311,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,35,5.42053499927229,5.42053499927229
712,34,portugal,PT,PRT,10281762,Europe,2020-04-08,18360,6.56807791141198,3.52636052461616,21379,762,12442,345,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,36,5.87493073085203,5.87493073085203
699,35,portugal,PT,PRT,10281762,Europe,2020-04-09,18361,6.54965074223381,3.55534806148941,21379,762,13141,380,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,37,5.85650356167387,5.85650356167387
815,29,portugal,PT,PRT,10281762,Europe,2020-04-10,18362,6.70318811324086,3.36729582998647,21379,762,13956,409,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,38,6.01004093268092,6.01004093268092
1516,26,portugal,PT,PRT,10281762,Europe,2020-04-11,18363,7.32383056620232,3.25809653802148,21379,762,15472,435,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,39,6.63068338564237,6.63068338564237
515,35,portugal,PT,PRT,10281762,Europe,2020-04-12,18364,6.24416690066374,3.55534806148941,21379,762,15987,470,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,40,5.55101972010379,5.55101972010379
598,34,portugal,PT,PRT,10281762,Europe,2020-04-13,18365,6.39359075395063,3.52636052461616,21379,762,16585,504,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,41,5.70044357339069,5.70044357339069
349,31,portugal,PT,PRT,10281762,Europe,2020-04-14,18366,5.85507192220243,3.43398720448515,21379,762,16934,535,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,42,5.16192474164248,5.16192474164248
514,32,portugal,PT,PRT,10281762,Europe,2020-04-15,18367,6.24222326545517,3.46573590279973,21379,762,17448,567,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,43,5.54907608489522,5.54907608489522
643,32,portugal,PT,PRT,10281762,Europe,2020-04-16,18368,6.46614472423762,3.46573590279973,21379,762,18091,599,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,44,5.77299754367767,5.77299754367767
750,30,portugal,PT,PRT,10281762,Europe,2020-04-17,18369,6.62007320653036,3.40119738166216,21379,762,18841,629,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,45,5.92692602597041,5.92692602597041
181,28,portugal,PT,PRT,10281762,Europe,2020-04-18,18370,5.19849703126583,3.3322045101752,21379,762,19022,657,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,46,4.50534985070588,4.50534985070588
663,30,portugal,PT,PRT,10281762,Europe,2020-04-19,18371,6.49677499018586,3.40119738166216,21379,762,19685,687,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,47,5.80362780962592,5.80362780962592
521,27,portugal,PT,PRT,10281762,Europe,2020-04-20,18372,6.25575004175337,3.29583686600433,21379,762,20206,714,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,48,5.56260286119342,5.56260286119342
657,21,portugal,PT,PRT,10281762,Europe,2020-04-21,18373,6.48768401848461,3.04452243772342,21379,762,20863,735,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,49,5.79453683792467,5.79453683792467
516,27,portugal,PT,PRT,10281762,Europe,2020-04-22,18374,6.24610676548156,3.29583686600433,21379,762,21379,762,51,0,0.294117647058824,1,1,TRUE,18324,2020-03-03,50,5.55295958492162,5.55295958492162
1,0,paraguay,PY,PRY,6956071,America,2020-03-08,18329,0,-Inf,213,9,1,0,36,0.142857142857143,0.833333333333333,3,3,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-03-11,18332,1.38629436111989,-Inf,213,9,5,0,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
1,0,paraguay,PY,PRY,6956071,America,2020-03-13,18334,0,-Inf,213,9,6,0,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
1,0,paraguay,PY,PRY,6956071,America,2020-03-14,18335,0,-Inf,213,9,7,0,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
1,0,paraguay,PY,PRY,6956071,America,2020-03-16,18337,0,-Inf,213,9,8,0,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
1,0,paraguay,PY,PRY,6956071,America,2020-03-17,18338,0,-Inf,213,9,9,0,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
2,0,paraguay,PY,PRY,6956071,America,2020-03-18,18339,0.693147180559945,-Inf,213,9,11,0,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
0,0,paraguay,PY,PRY,6956071,America,2020-03-19,18340,-Inf,-Inf,213,9,11,0,36,0.142857142857143,0.833333333333333,,,FALSE,,,,,
2,0,paraguay,PY,PRY,6956071,America,2020-03-20,18341,0.693147180559945,-Inf,213,9,13,0,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
5,1,paraguay,PY,PRY,6956071,America,2020-03-21,18342,1.6094379124341,0,213,9,18,1,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-03-22,18343,1.38629436111989,-Inf,213,9,22,1,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
0,0,paraguay,PY,PRY,6956071,America,2020-03-23,18344,-Inf,-Inf,213,9,22,1,36,0.142857142857143,0.833333333333333,,,FALSE,,,,,
5,0,paraguay,PY,PRY,6956071,America,2020-03-24,18345,1.6094379124341,-Inf,213,9,27,1,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
10,2,paraguay,PY,PRY,6956071,America,2020-03-25,18346,2.30258509299405,0.693147180559945,213,9,37,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-03-26,18347,1.38629436111989,-Inf,213,9,41,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
11,0,paraguay,PY,PRY,6956071,America,2020-03-27,18348,2.39789527279837,-Inf,213,9,52,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-03-28,18349,1.38629436111989,-Inf,213,9,56,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
3,0,paraguay,PY,PRY,6956071,America,2020-03-29,18350,1.09861228866811,-Inf,213,9,59,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
5,0,paraguay,PY,PRY,6956071,America,2020-03-30,18351,1.6094379124341,-Inf,213,9,64,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
1,0,paraguay,PY,PRY,6956071,America,2020-03-31,18352,0,-Inf,213,9,65,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-04-01,18353,1.38629436111989,-Inf,213,9,69,3,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
0,0,paraguay,PY,PRY,6956071,America,2020-04-02,18354,-Inf,-Inf,213,9,69,3,36,0.142857142857143,0.833333333333333,,,FALSE,,,,,
8,0,paraguay,PY,PRY,6956071,America,2020-04-03,18355,2.07944154167984,-Inf,213,9,77,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
19,0,paraguay,PY,PRY,6956071,America,2020-04-04,18356,2.94443897916644,-Inf,213,9,96,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
8,0,paraguay,PY,PRY,6956071,America,2020-04-05,18357,2.07944154167984,-Inf,213,9,104,3,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
9,2,paraguay,PY,PRY,6956071,America,2020-04-06,18358,2.19722457733622,0.693147180559945,213,9,113,5,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
0,0,paraguay,PY,PRY,6956071,America,2020-04-07,18359,-Inf,-Inf,213,9,113,5,36,0.142857142857143,0.833333333333333,,,FALSE,,,,,
2,0,paraguay,PY,PRY,6956071,America,2020-04-08,18360,0.693147180559945,-Inf,213,9,115,5,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
9,0,paraguay,PY,PRY,6956071,America,2020-04-09,18361,2.19722457733622,-Inf,213,9,124,5,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
5,1,paraguay,PY,PRY,6956071,America,2020-04-10,18362,1.6094379124341,0,213,9,129,6,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-04-11,18363,1.38629436111989,-Inf,213,9,133,6,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
1,0,paraguay,PY,PRY,6956071,America,2020-04-12,18364,0,-Inf,213,9,134,6,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
13,0,paraguay,PY,PRY,6956071,America,2020-04-13,18365,2.56494935746154,-Inf,213,9,147,6,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
12,1,paraguay,PY,PRY,6956071,America,2020-04-14,18366,2.484906649788,0,213,9,159,7,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
2,1,paraguay,PY,PRY,6956071,America,2020-04-15,18367,0.693147180559945,0,213,9,161,8,36,0.142857142857143,0.833333333333333,1,2,FALSE,,,,,
13,0,paraguay,PY,PRY,6956071,America,2020-04-16,18368,2.56494935746154,-Inf,213,9,174,8,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
0,0,paraguay,PY,PRY,6956071,America,2020-04-17,18369,-Inf,-Inf,213,9,174,8,36,0.142857142857143,0.833333333333333,,,FALSE,,,,,
28,0,paraguay,PY,PRY,6956071,America,2020-04-18,18370,3.3322045101752,-Inf,213,9,202,8,36,0.142857142857143,0.833333333333333,2,2,FALSE,,,,,
0,0,paraguay,PY,PRY,6956071,America,2020-04-19,18371,-Inf,-Inf,213,9,202,8,36,0.142857142857143,0.833333333333333,,,FALSE,,,,,
4,0,paraguay,PY,PRY,6956071,America,2020-04-20,18372,1.38629436111989,-Inf,213,9,206,8,36,0.142857142857143,0.833333333333333,1,1,FALSE,,,,,
2,0,paraguay,PY,PRY,6956071,America,2020-04-21,18373,0.693147180559945,-Inf,213,9,208,8,36,0.142857142857143,0.833333333333333,1,1,FALSE,,,,,
5,1,paraguay,PY,PRY,6956071,America,2020-04-22,18374,1.6094379124341,0,213,9,213,9,36,0.142857142857143,0.833333333333333,1,1,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2019-12-31,18261,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-01,18262,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-02,18263,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-03,18264,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-04,18265,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-05,18266,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-06,18267,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-07,18268,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-08,18269,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-09,18270,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-10,18271,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-11,18272,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-12,18273,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-13,18274,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-14,18275,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-15,18276,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-16,18277,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-17,18278,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-18,18279,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-19,18280,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-20,18281,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-21,18282,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-22,18283,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-23,18284,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-24,18285,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-25,18286,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-26,18287,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
0,0,qatar,QA,QAT,2781677,Asia,2020-01-27,18288,-Inf,-Inf,6533,9,0,0,48,0.563636363636364,0.927272727272727,,,FALSE,,,,,
